gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000213563.7_C8orf82	16.9168952374138	0.859247256854618	0.304565464191804	2.82122353936196	0.00478408532875296	0.0192108196758861
ENSG00000032444.17_PNPLA6	259.107019180018	0.859241670857477	0.158483293727671	5.42165455201829	5.90499116676006e-08	1.4700657794503e-06
ENSG00000275221.2_H2AC15	23.6531320909859	0.858329923042075	0.321585189745496	2.66905924281327	0.00760640325003618	0.0279937613357417
ENSG00000182372.10_CLN8	40.1950330591569	0.858187851267282	0.233104108086982	3.68156468073507	0.000231806963121224	0.0015791140790648
ENSG00000169696.16_ASPSCR1	36.4681235557205	0.858087770920473	0.309989412230288	2.76811961010787	0.00563807593984515	0.0220057019366792
ENSG00000254614.2_AP003068.23	121.233799665763	0.858074061508343	0.335617920051551	2.5566991815471	0.0105670554962984	0.0365102514443796
ENSG00000198585.12_NUDT16	99.6008525732254	0.858050378944214	0.225419986596956	3.80645208926563	0.000140974586768679	0.00103930206117078
ENSG00000177084.18_POLE	85.8399650290649	0.857949726767869	0.202594147107121	4.2348199048131	2.2873494709866e-05	0.000222173837737438
ENSG00000168591.16_TMUB2	89.3766979197382	0.857674072512439	0.137941678287608	6.21765722412185	5.04632429743795e-10	2.66244579662553e-08
ENSG00000125844.16_RRBP1	156.678189424622	0.857626899178515	0.197025225619516	4.35287865542006	1.34361527061762e-05	0.000141421429969843
ENSG00000110013.13_SIAE	57.4110220484251	0.857349016538917	0.253193208110463	3.38614539835869	0.000708818171613187	0.00400252379986873
ENSG00000178950.17_GAK	331.313716019253	0.85640744176412	0.166523117903936	5.14287416992855	2.70566849662532e-07	5.43031046109441e-06
ENSG00000104549.12_SQLE	22.1088683354939	0.856344928718677	0.206765558448226	4.14162269163945	3.44857316148757e-05	0.000313538028994603
ENSG00000175274.19_TP53I11	105.007971070793	0.856283088003011	0.221986734626714	3.85736151956516	0.000114617576652088	0.000872070294607456
ENSG00000100504.17_PYGL	573.594392397148	0.85594449242444	0.240771378445523	3.55500931194821	0.000377965703126918	0.00237284778708855
ENSG00000149761.9_NUDT22	43.8918076744295	0.854856504927121	0.197101354986926	4.33714169536696	1.44347574662106e-05	0.00015064205181895
ENSG00000070731.11_ST6GALNAC2	26.3219288096497	0.854001810082493	0.307523578066131	2.77702872557904	0.00548583304366948	0.021511920004014
ENSG00000011243.19_AKAP8L	157.610241711327	0.853866015231803	0.1919041671543	4.44943967550874	8.60946067993082e-06	9.68124122636139e-05
ENSG00000177239.16_MAN1B1	87.9815001430826	0.853799766548269	0.199588694967692	4.27779622832083	1.88752684440855e-05	0.000188960701294815
ENSG00000109063.15_MYH3	9.23010034765848	0.853703199922034	0.346559417838525	2.46336748037766	0.0137638765368291	0.0450663959385629
ENSG00000100280.17_AP1B1	256.283529982568	0.853585676215286	0.159837309872707	5.34034060567632	9.27721145542686e-08	2.14649810562828e-06
ENSG00000166016.6_ABTB2	11.1882905017259	0.8531122053808	0.301094490898635	2.83337035770609	0.00460599868873134	0.0186317774644073
ENSG00000167543.16_TP53I13	33.5740957015071	0.852541237798915	0.343525078774819	2.48174380991193	0.0130741235369627	0.0431941943810329
ENSG00000171611.10_PTCRA	58.4127575561599	0.852101228002421	0.277725678911473	3.06813986860046	0.00215395775947339	0.00997044916485237
ENSG00000221869.5_CEBPD	296.812374166498	0.850377955770177	0.240264440584413	3.53934170908413	0.000401126253249322	0.00249129928928005
ENSG00000105722.10_ERF	70.5789411785455	0.848504878204597	0.171424265958015	4.94973610336129	7.43141764593832e-07	1.27647527208216e-05
ENSG00000062598.18_ELMO2	151.241263563125	0.848407653675874	0.169376591075629	5.0090018242075	5.47130546809374e-07	9.92291537715993e-06
ENSG00000202538.1_RNU4-2	529.708834952112	0.848322982423588	0.324622091975362	2.61326324792452	0.00896821948479428	0.0319802315062884
ENSG00000174021.11_GNG5	18.1092499024211	0.847943107601965	0.22842150593712	3.71218596131394	0.000205476926065289	0.00142625562002727
ENSG00000110801.14_PSMD9	13.9894746891573	0.847410276222072	0.230498899436736	3.6764178843928	0.000236531945277854	0.00160422557813145
ENSG00000130940.15_CASZ1	37.9416452447415	0.847288899297756	0.213203879920416	3.97407823729113	7.06523380106265e-05	0.000580838473620915
ENSG00000067082.15_KLF6	842.086123901165	0.847133269034854	0.157361647381438	5.38335282536436	7.31110292123152e-08	1.75575716475046e-06
ENSG00000165458.14_INPPL1	254.946944701399	0.846630865427225	0.139222892940886	6.08111818066231	1.19347281765284e-09	5.46825166210982e-08
ENSG00000070614.15_NDST1	281.203827141436	0.846142484982823	0.166190840201724	5.09139062029993	3.55446898842049e-07	6.88900932978379e-06
ENSG00000107902.14_LHPP	44.3482272129366	0.845161024020366	0.257155657088424	3.28657371799429	0.00101414225642324	0.0053641706742913
ENSG00000125347.15_IRF1	1046.96789723513	0.844213059754804	0.220641187100714	3.82618073646175	0.000130146751471406	0.000970434003744498
ENSG00000183011.14_NAA38	30.5597534874169	0.844137264795615	0.176610249606105	4.77966180716181	1.75590307706591e-06	2.59632576002393e-05
ENSG00000174903.16_RAB1B	339.430204392731	0.84399406857705	0.139409934735591	6.05404536038122	1.41252806957985e-09	6.30597199951536e-08
ENSG00000130640.15_TUBGCP2	159.412604058619	0.843982215494248	0.182323599703408	4.62903440293621	3.67374737990105e-06	4.79123620526047e-05
ENSG00000142694.7_EVA1B	16.358883053491	0.843698255733829	0.252899001681723	3.33610749794749	0.000849603048530019	0.00464193422932471
ENSG00000130758.8_MAP3K10	35.5340259023069	0.843524395254173	0.310064291980501	2.72048222601273	0.00651867761879472	0.0246404405728172
ENSG00000168264.11_IRF2BP2	392.40788669352	0.843466593584201	0.14749494037959	5.71861374643408	1.07396613166221e-08	3.49507389233933e-07
ENSG00000003147.19_ICA1	10.7254498753693	0.843255831724227	0.263032035090992	3.20590543821978	0.00134638225612207	0.00677503961395914
ENSG00000186716.21_BCR	271.62587181963	0.843100998646586	0.14221885746138	5.92819414876492	3.0628424393001e-09	1.22470877280669e-07
ENSG00000273703.2_H2BC14	24.2741660463775	0.842980274340923	0.338686820528315	2.48896686628067	0.0128114904937003	0.0424469506636346
ENSG00000149499.12_EML3	156.884486177979	0.842297891627945	0.213015255469499	3.9541669903945	7.68017574028104e-05	0.000626070666179055
ENSG00000176422.14_SPRYD4	18.38432936569	0.842042566212981	0.264467440501454	3.18391770501652	0.00145296313600544	0.00721405865032358
ENSG00000169692.13_AGPAT2	39.8105793843824	0.841694189466529	0.194265528886333	4.3326996523352	1.47291987541237e-05	0.00015283550575105
ENSG00000023839.12_ABCC2	16.6586539769335	0.840977830500436	0.265220755173283	3.17085979923019	0.00151988479476625	0.00749114249045794
ENSG00000167291.16_TBC1D16	7.6953337017261	0.840904958059095	0.288103966249352	2.91875522925394	0.0035143205177176	0.0149676890461329
ENSG00000185619.18_PCGF3	109.350603862802	0.840880021584378	0.157431114065558	5.3412568828943	9.23043460552603e-08	2.14041587362103e-06
ENSG00000160055.20_TMEM234	30.5176862856602	0.840259137298513	0.210057446065008	4.00013973814796	6.33050917417119e-05	0.000528419209652252
ENSG00000155252.13_PI4K2A	41.8577212818249	0.839842808265333	0.279345863448361	3.00646230410562	0.00264306822124491	0.011802014179626
ENSG00000146556.14_WASH2P	17.2185940048693	0.839471696121236	0.235702254239684	3.56157686666664	0.000368634148723728	0.00232434876545174
ENSG00000100417.12_PMM1	18.8303140382674	0.839418467956887	0.224284747849781	3.74264623878528	0.000182092496923785	0.0012891692598982
ENSG00000090372.15_STRN4	215.597925563567	0.839136120178487	0.133044275915089	6.30719446144407	2.84138746798543e-10	1.67493662320345e-08
ENSG00000138670.18_RASGEF1B	62.2975023521472	0.838061606924333	0.300107250735148	2.79254034972965	0.00522959448660458	0.0207013864358904
ENSG00000073605.19_GSDMB	29.8840136261221	0.837846210407904	0.320008179011498	2.61820248781141	0.00883943348672943	0.0315858190248397
ENSG00000169155.10_ZBTB43	56.6586668328976	0.837183263315329	0.18243664118611	4.58889868763419	4.45590610100321e-06	5.64225734353091e-05
ENSG00000182095.15_TNRC18	805.92589081136	0.836862575985566	0.185804522277178	4.50399465916742	6.66878830031051e-06	7.8363888615516e-05
ENSG00000248971.2_KRT8P46	24.6071142533358	0.836847072049976	0.237491795000252	3.52368835331379	0.000425584492763403	0.00261214359791591
ENSG00000165702.15_GFI1B	167.839039282195	0.836297855817691	0.254514655254185	3.28585344125853	0.00101673896447043	0.00537654446587718
ENSG00000282572.2_RP11-482G13.1	93.957072574882	0.836190122728244	0.276561619673414	3.02352193234797	0.00249850917611977	0.0112843390005772
