"","Intrahepatic cholangiocyte","NK Cell","Monocyte","Macrophage","Secretory cell","Respiratory ciliated cell","Ionocyte/luminal epithelial cell of mammary gland","Fibroblast/mesenchymal stem cell","Respiratory secretory cell","Mast cell","Basal cell","Endothelial cell","neutrophil","B cell","T Cell","Erythrocyte/erythroid progenitor","Platelet","Basophil","Stromal cell","Mature conventional dendritic cell","Adventitial cell","Gland cell","Salivary/bronchial secretory cell","Pericyte cell","Myeloid progenitor","Pancreatic Stellate cell","Pancreatic alpha/beta cell","Basal prostate cell","Prostate epithelia","Salivary gland cell","Intestinal enterocyte","Intestinal secretory cell","Intestinal tuft cell","Type II Pneumocyte","Cell of skeletal muscle","Schwann cell","Tendon cell","Mesothelial cell","Plasmablast","Kidney epithelial cell","Thymocyte"
"prevail_cu_cfrna_96",0.0117042380513414,0.0793048679630594,0.0832413884520193,0.00415887234062748,0.000405337287885934,0.0440981544879358,6.41368845234622e-05,0.0103329426896153,0.000317109126290856,0.000456457681907152,0.00623393595241824,0.0959791014182684,0.115054401845763,0.00878781284697518,0.00705594146181642,0.00398116064967335,0.154314191060324,0.00133551974331031,0.000195056357789593,0.000446898631503548,0.00891578880453907,0.00036701359024826,0.000209201943551973,0.0113918210418686,0.21330742199531,0.000461617917467458,0.0156159353994831,0.000241295421236229,0.0105845659128581,0.0073373520334018,0.0124217116211181,0.00129391566476061,0.0194801952175163,0.000482522744040569,0.000876197888546168,0.0196403728697045,0.00753607466411577,0.00121829091203648,0.00169957801677654,0.0173256891265186,0.0221259122818536
"prevail_cu_cfrna_97",0.00413882879061144,0.164399558240694,0.125348897745503,0.0176078917478992,0.000536879420054374,0.010673631101007,0.000532619536939682,0.000709718506074783,0.000560638994508204,0.000880464208003839,0.000542155297470979,0.0782028689411287,0.00524556691818717,0.0350585653890954,0.119233614504905,0.0240300420564102,0.190821515727925,0.000584748814508537,0.0182546346674883,0.00141602379911357,0.000481140255605603,0.00118059423086729,0.000924333855226005,0.000812814907467109,0.127814230572962,0.00101692440312802,0.00422018759378722,0.000441941135906199,0.000569162556208386,0.00113729125227838,0.00732738232963541,0.000867857280553762,0.0347759294312443,0.000403954402264292,0.000712254985902569,0.00859040116222768,0.00114258541718464,0.000424129761762569,0.000457519180991792,0.00339391732325281,0.0045265835540155
"prevail_cu_cfrna_98",0.0528274724436924,0.0559629879693134,5.27081333767808e-05,0.00290536959753997,4.02343802378356e-05,0.197100774946282,2.34665480155913e-05,0.0458317421218539,2.05275971127678e-05,4.61864233140468e-05,0.0372842015111855,0.00543325574835225,0.003896620479938,0.011745619408578,0.000195432818968614,0.00101035168564793,0.00200813303394706,0.00419598994461707,1.83946600995319e-05,0.000811567571693272,0.068016838632217,2.94108981632047e-05,3.35968781065333e-05,0.0588985491581932,0.0387794731113593,3.41029439176766e-05,0.0881375038044341,2.47935960154156e-05,0.0683151884435061,0.0221690457284888,0.062934487270234,0.0128562650234921,0.0410243576415857,0.00138984107071993,3.33807702960952e-05,0.0217204616270117,0.0356250308975263,0.0119070471123552,2.32817838443918e-05,0.0239347713163183,0.0227015352684492
"prevail_cu_cfrna_99",0.0456067203423221,0.065173934079211,0.000150518033628208,0.00785668618392171,6.02639685942792e-05,0.168348768376511,4.25466163350895e-05,0.0435637350184201,3.9905187651973e-05,0.000138041693355508,0.033265762986239,0.0251019557809593,0.00713796946043437,0.0138805849516806,0.000142912625283291,0.00363775705978213,0.00990880747321205,0.00272910359659951,4.25740007293526e-05,0.00126027014568384,0.0571575003774393,5.60016348051099e-05,8.76518361385188e-05,0.0571000072487972,0.053661710172081,8.07189541227652e-05,0.0826352721038,6.19233110042481e-05,0.0591241524886309,0.0183015480317836,0.0547157771814017,0.0142345877762855,0.0455032330476788,0.00301985204516948,6.67947523778325e-05,0.029582027275332,0.0354074816077041,0.0107950683939686,5.25192061314821e-05,0.0265287989254538,0.0237385560493398
"prevail_cu_cfrna_100",0.0547854918155989,0.0438475116580095,4.45662289153986e-05,0.00241228637532479,5.88734469131591e-05,0.196246998429056,1.76308142312864e-05,0.0455102313279873,2.19316595327839e-05,6.98483439441489e-05,0.0345975580892067,0.00542137117944013,0.00474337839068659,0.012351041494234,8.01055473607454e-05,1.59809902957534e-05,0.00129170062107321,0.00342641234919512,1.7077375248063e-05,0.00100640658559663,0.0717274502047869,2.64491699650927e-05,2.58318712393785e-05,0.0564555049171837,0.0492285027009677,2.88577940064624e-05,0.0884321364844469,3.383150020209e-05,0.0717473548141992,0.0250374021625806,0.0543186297411624,0.0128209754961315,0.0425625751712788,0.00199182884194796,4.09005275621495e-05,0.0225801525799505,0.0351418801288084,0.012892938454041,2.4185719253492e-05,0.0278656670299897,0.0210505419684462
"prevail_cu_cfrna_101",0.0496334108600092,0.0735151302944755,0.000131435205959766,0.00582779855638296,7.71207644322469e-05,0.161863278976002,3.56947467416882e-05,0.0432244853583843,5.06838628776092e-05,0.000143444971969108,0.0276690623864288,0.0128851605764337,0.0493839554971707,0.013174519035681,0.000315191499276073,0.0087031742529813,0.0129351622755468,0.00286600973221307,3.45114208224673e-05,0.00106818028124794,0.0447761617535518,6.37306805236811e-05,6.99767823120515e-05,0.0464661139960704,0.0731268817236117,5.49037628045191e-05,0.0686865297598848,5.13414403608834e-05,0.0559327567474732,0.0234628373402063,0.0513754916438708,0.0109584521800208,0.0457649866148975,0.000989394321443893,5.15494575309434e-05,0.0241874473618482,0.0309905415645475,0.00947698274642386,3.74170771376626e-05,0.0225804000336733,0.0273586924567695
"prevail_cu_cfrna_102",0.000125852169630561,9.88895464584793e-05,0.000104250532573886,0.00014817229312374,0.000114399934985899,8.80507006351592e-05,0.000112848149190478,7.47531763416884e-05,0.000104231479692295,9.64839702786357e-05,5.5204580818538e-05,0.000123354915946882,6.73271142170077e-05,0.240134445694204,0.000124382469690369,4.30653693263881e-05,7.37762122075906e-05,0.00010846655107126,0.000129462933638772,0.0501350631237044,7.7512738052807e-05,0.00011082062761211,0.000108027813663556,7.7814977563703e-05,0.679594657430311,0.000105284521514136,8.17015487455108e-05,9.88356131040512e-05,7.36405072220893e-05,8.82951581892308e-05,9.1247612897256e-05,9.21242472658047e-05,0.0251545088558368,0.000157553094731058,8.47847477507011e-05,8.1341423938116e-05,5.93608931243744e-05,5.99618036136352e-05,0.000276056722925713,0.000101377785225089,0.00136261095897671
"prevail_cu_cfrna_22",0.0245370916331328,0.022921648843527,0.0230922325606156,0.0243287367303454,0.023153552593252,0.0241494955584977,0.0213059625607018,0.0230688150097468,0.0251916880467304,0.022919221475538,0.0245667196196846,0.0259154673395616,0.0216005293331312,0.0243467958746617,0.0258638378415624,0.0198235526039139,0.025363231191132,0.0243589098691212,0.0244132502396543,0.0280386620723946,0.0234330103643329,0.0250802297490788,0.0238044376135185,0.021824908958159,0.0263660803360935,0.0234979830986427,0.0256721314242301,0.0254018780952576,0.0226220653175522,0.024338314835888,0.0233473837474906,0.0210686629701329,0.0441491781779817,0.0244226737988489,0.0220874250396566,0.0249606018579775,0.0258102403253754,0.0206324161331554,0.0236321158066446,0.024714554307228,0.0241743070458502
"prevail_cu_cfrna_87",0.0488859788079031,0.0585972257232573,9.31659355132541e-05,0.00499148156736769,6.08852903257465e-05,0.190621778545026,5.66773572035173e-05,0.0433339251413108,3.3578534720125e-05,0.000183834428899703,0.0346648756996458,0.00744055014917049,0.00703680585590652,0.0103855248429739,0.000303567880250912,6.45015987735198e-05,0.0215608701227481,0.00366319300610669,3.19823726835219e-05,0.00123536503818666,0.0616892098513519,5.80241930860987e-05,5.44273180236429e-05,0.0601649393152587,0.0383117496014891,4.49203934235296e-05,0.0829305394318247,5.82656479482326e-05,0.0692055066937372,0.0206130776715068,0.0598240033763597,0.0133720882112255,0.0457022479296378,0.00146424007690262,7.88301437984547e-05,0.0225626777930898,0.0337284156884727,0.0102275006681029,7.62158975676688e-05,0.0249254883574024,0.0216618638418166
"prevail_cu_cfrna_88",0.0299138282034522,0.0685420142716103,0.001858335455653,0.0165415399764159,0.000114886273597248,0.0986554691530184,5.60886889063595e-05,0.0240501686545645,5.81170593278077e-05,0.000401451271443537,0.0144049169448675,0.233160859405566,0.0431513690282606,0.00482025210085567,0.000206379163918056,2.82048763341477e-05,0.0601808881316012,0.00354573696290328,6.02633095771741e-05,0.000356510639582278,0.0256780296822973,0.000172245646937949,0.000130307622798842,0.0290958823405364,0.0892957981026252,0.000136205580988443,0.0391991687308234,0.000134846064324127,0.0311941764554374,0.00751748150094812,0.030485459661873,0.00586653558086193,0.0451784013255507,0.000286687901372229,0.000157392686482102,0.0310464775163185,0.0144715000245128,0.00217868318480242,4.96199506064563e-05,0.0258733346712931,0.0217444861971546
"prevail_cu_cfrna_89",0.0479891050608573,0.0704733756254387,0.000261185330418114,0.00986261269732764,8.02649803017805e-05,0.160418875406222,3.06938527870303e-05,0.0412815440163257,6.16961201783914e-05,0.000326889496585262,0.0270140778395668,0.0386610350968465,0.0211342854554444,0.0125804875981445,0.000498896690625859,0.00317117908066442,0.0095368316261872,0.00335969078775797,3.94339174394683e-05,0.000329454396304055,0.0517206048126942,7.01189648779663e-05,0.000119322126369444,0.0561018153864793,0.0610318115516682,7.50903755068625e-05,0.0705613839815634,8.14722770072862e-05,0.0536756102940746,0.0220330141061062,0.0555862007424288,0.0083262934558752,0.0509175363896792,0.00248985602217579,6.19973248359092e-05,0.0295305506020891,0.0300455284220189,0.00937279432657127,0.000412527438244374,0.0254402853909761,0.0252345709333349
"prevail_cu_cfrna_90",0.0417872130960002,0.10345958797196,0.0132445731379212,0.0100214298579238,0.000194148139172805,0.121916729271855,9.45896488968404e-05,0.0274398618824779,0.000244820696848569,0.000515208120362278,0.0192719546323594,0.0502581489889671,0.0508433478751557,0.0135034169844591,0.00191260584918057,0.00431088217047775,0.0478220083839552,0.00229187600664937,9.73247193447187e-05,0.000639512242069758,0.0330174445155251,0.000278932406855171,0.000235154068477102,0.0417807435014039,0.100195674677122,0.000192889203459485,0.0568878507236249,0.000152481667458832,0.0375737342715311,0.0155283146740929,0.0487853913475953,0.00362012112680384,0.0447285972754641,0.00147684278634397,0.000350388034800064,0.0296889068858737,0.0191339712944291,0.00541906944343569,0.000887329012226149,0.0218999526968294,0.0282969707106106
"prevail_cu_cfrna_91",0.0400411295075435,0.0621380933489803,0.000263286025073402,0.00137841547099863,4.12894931871544e-05,0.136795606667223,2.01787209372543e-05,0.028441665443674,3.05189120829246e-05,5.78059713722625e-05,0.0201452585923523,0.013021174491621,0.099986880948557,0.00277819676962005,8.52943563758604e-05,0.0123105182982013,0.00844700177472114,0.00351346367905358,1.63445115031728e-05,0.000540429437817797,0.0434514089604249,2.6713097857549e-05,2.60870256480327e-05,0.0412777782916316,0.171186319285647,2.67249878697554e-05,0.0528796588714871,4.2867175534582e-05,0.0414580637521495,0.0293014321276585,0.0356347297712147,0.0107067206470263,0.0353442679585724,0.000554843321577293,5.11163764444625e-05,0.0251541620543054,0.0212009626536883,0.00676510137264033,2.17927940888328e-05,0.0268547804212733,0.0279819166323645
"prevail_cu_cfrna_92",0.0534321619125728,0.0475162975856613,2.81444875448222e-05,0.000823758578676015,2.52589735349265e-05,0.202946980517073,1.73888158029039e-05,0.0462429661797377,1.72150276029497e-05,4.08412172207833e-05,0.0337468001720993,0.0054712625510708,0.00366256871513328,0.00990492303437785,5.94253692415839e-05,1.62453883764823e-05,0.000538796976088931,0.00402191094245758,1.32261926030553e-05,0.000902391518971999,0.0748050754341626,2.35445995783508e-05,3.29622261787147e-05,0.0559599274587745,0.0356847648887985,2.42321928827614e-05,0.0933652218998046,2.4277780420938e-05,0.0687781760215831,0.0261000660198795,0.0603493603830252,0.0157334220607956,0.0395254825242907,0.00142228556034866,1.94280852479477e-05,0.0201803041748616,0.0376798474500722,0.0124094459338909,1.08645511452918e-05,0.0256432937514939,0.022799452846916
"prevail_cu_cfrna_93",0.0320640454213566,0.102401768119612,0.000952453100435565,0.0196242148687804,0.000217527860014444,0.110797244893629,0.000177657814544167,0.0252674122770825,0.000141085602439508,0.00289092138369736,0.0158265988150564,0.0344110502276999,0.112825744536802,0.00826342909990133,0.00134987110086328,0.0227715167240124,0.0770677232326729,0.00272541607569447,0.000223455735319795,0.000837914134030734,0.0307383567283849,0.000187274106680776,0.000214413393608457,0.0411347653368983,0.0695414833061064,0.000200642497636294,0.0468336402092659,0.000181280503785653,0.0285567539525784,0.0151886317952994,0.0389094723396667,0.00797391829233733,0.0508149044597916,0.000636438564344668,0.00204241158320882,0.0282416932582222,0.0197879998721095,0.00305693106596109,0.000581857241741908,0.0206348877071222,0.0237051927616058
"prevail_cu_cfrna_94",5.99533022269529e-05,9.24940139689899e-05,8.5975041655618e-05,7.37709159343954e-05,6.94771819327392e-05,0.000154785734314313,5.26362501536099e-05,6.96145577238729e-05,9.55675230643921e-05,6.54849021559287e-05,5.14861206876773e-05,0.000112972538658688,5.12032091472276e-05,0.25417708879185,0.000110177859867246,3.60520829942532e-05,6.44331145354168e-05,7.26316441435753e-05,6.60577983501577e-05,0.0525032079136958,6.91390955088053e-05,7.37901140005916e-05,8.54232719370506e-05,6.40875204828086e-05,0.668970561407679,8.02660410193382e-05,5.88883567334079e-05,7.11158151070772e-05,6.23414898705846e-05,7.29617277886446e-05,6.18879728144401e-05,6.93234949737375e-05,0.0192968254051352,0.00010721685342042,7.47244312214791e-05,7.27451713484645e-05,5.45067344573916e-05,7.29765400089472e-05,0.000159040288935108,8.09518574944024e-05,0.00227615591300174
"prevail_cu_cfrna_103",0.0466028986958015,0.0620411252892999,0.000182061362279581,0.00692002103927761,0.000126840523884417,0.155133944774169,5.23633725935909e-05,0.0397662332756733,3.6045155987859e-05,0.000412615048336351,0.0278673523840891,0.0280934290783708,0.0393852600526487,0.00835735831268666,0.000202337813539021,0.000934175730802135,0.0450566663589084,0.00301442506740299,4.34371657082933e-05,0.000245615760451339,0.0498554902600935,8.72824435364936e-05,8.69098618001921e-05,0.0475822272619291,0.0858109879617455,6.90789941799645e-05,0.0649197159702335,6.60476400994267e-05,0.0510748960750815,0.0224306923000749,0.0484852682512857,0.00949499825564006,0.0409404992058501,0.000593777611435689,0.000127342162532317,0.0288503013606044,0.0258182981610206,0.00594165354011215,9.20308618737063e-05,0.0298023879601263,0.0233959075988339
"prevail_cu_cfrna_104",0.0219556791241477,0.114191413385366,0.044728420520238,0.0108630361330037,0.000979049350064799,0.0597128278249018,0.000344342022937633,0.0120690749731439,0.000442960111490427,0.00119931492512482,0.00904346003226909,0.0962279971231613,0.0390995508004345,0.00640774861228794,0.01046563168164,0.0391791312949787,0.17849337967559,0.0010263126644707,0.00056884374706409,0.000658341124074253,0.0127991003282359,0.000931948828829529,0.000693683184730834,0.025599985037987,0.120556884765883,0.000576213059718514,0.022645758426136,0.000650227412427477,0.0145752019219921,0.00996205757401134,0.0227410977983337,0.00375796539371254,0.0401062719104969,0.00122328950749029,0.000619419143004408,0.0261483312140728,0.0128174828894507,0.00205726266103914,0.00547963453034715,0.0166476783537395,0.0117539909319716
"prevail_cu_cfrna_105",0.0213059500322099,0.0885117124964287,0.020653453219567,0.0112022684195413,0.000512916932399429,0.0422401805331387,0.000201682811508621,0.0137494028877504,0.00048946158058026,0.000766278576817803,0.0064230916614003,0.0686909409016254,0.0580693189945197,0.00310031081985105,0.0293485104604387,0.0600117759020019,0.285803898442083,0.00215994440843449,0.00196574644282559,0.000847001498341775,0.00777049279803139,0.000486061575520956,0.000698251276107405,0.0165319116090563,0.110173938409853,0.000467364069520469,0.0174386004287352,0.000370703285853949,0.00650277326918562,0.00646141814644345,0.0167255842172569,0.00250842815071669,0.0478301297487446,0.000240684320739628,0.000804607722292516,0.0186313474094478,0.0078055342170386,0.000846966134191777,0.000554386471953644,0.00844728688575162,0.0126496828320939
"prevail_cu_cfrna_106",0.00257753127439741,0.0233409845696942,0.000347406988675957,0.000765422214908125,0.000138638473836525,0.00209486833012552,0.00149596718266216,0.000137444269884344,0.000215699599781652,0.000217085214663307,0.000215576382658851,0.0485921773428142,0.000187927581339839,0.0148705641439842,0.101681441059478,0.00649345398409169,0.729540737385328,0.00020399854027174,0.00838925569760186,0.000184211633984957,0.000226924229362359,0.000251042094155939,0.000248537766582047,0.000264108819553354,0.0193166751041399,0.000202913510699825,0.000611212028537257,0.000410102462194038,0.000982904025912657,0.000230526691329031,0.00171878112530827,0.000241253255921606,0.0280731941048162,0.000161624618182961,0.000234513703435035,0.00342510829985743,0.000213877883305938,0.000109976605622073,0.000292103478599036,0.000471118583778924,0.000623109738523443
"prevail_cu_cfrna_107",4.50123622455023e-05,6.17661324254442e-05,4.33758247089898e-05,3.29520820504818e-05,3.57128399640008e-05,5.35378493654345e-05,4.37167654812919e-05,3.07640930822754e-05,3.80701668213531e-05,5.01288739276088e-05,4.89200128692103e-05,6.82519379232243e-05,2.83013955902365e-05,0.252305199708903,7.70916909666535e-05,1.8930529881669e-05,3.19632755196346e-05,4.84624984348613e-05,3.35972152649908e-05,0.0469610046539923,2.61300713379766e-05,4.39631612531564e-05,4.7178984870102e-05,3.29572315258309e-05,0.676424375377444,4.06212842062965e-05,5.984680652287e-05,4.18890853241083e-05,3.45039839912967e-05,4.02706379279498e-05,3.56607269781674e-05,3.70924785005661e-05,0.020510979471523,5.13398995089769e-05,3.37873164982214e-05,4.36590421515872e-05,2.9400524951165e-05,2.57578425401509e-05,8.90947632581824e-05,6.06065211134561e-05,0.00223412487915473
"prevail_cu_cfrna_108",0.0227058930144679,0.109918953322395,0.0949227693112754,0.0190368875828786,0.000527304332729002,0.0382871756093128,0.00324471364393986,0.00916237763327715,0.000264229606664238,0.00292620895661254,0.00636299761428512,0.0770407202550042,0.0550166430319245,0.0158886819725107,0.0357609397254292,0.00899110441568019,0.15805053241557,0.000942831032585382,0.00214753837552614,0.000269197300296468,0.00494541789483912,0.000405696849822001,0.000423779029908488,0.0126659138475848,0.177411921082188,0.000332988236458085,0.0159656401565599,0.000382826556541843,0.00620715878122918,0.000887526487768195,0.0206302887410489,0.000955879116351825,0.0411467692237447,0.000251574325316102,0.00194583983173401,0.0148680607997737,0.00787876219404364,0.00083214185864234,0.00154184602026913,0.017065867728461,0.0117864020853508
"prevail_cu_cfrna_109",0.000875120549779355,0.0195809803686082,0.000208440202734556,0.000437558036958708,6.67161166928632e-05,0.00178980396005494,0.0658469148376432,0.000355773995934607,8.12956641464295e-05,0.000109739642014705,0.000191268635620454,0.0122472159188074,8.11013924480641e-05,0.0081211754257493,0.0521922849191474,0.014448076625734,0.781689806467058,6.97174614656926e-05,0.00201530766080347,0.000181068348226122,0.000159148265128916,0.000102215083316596,5.35227698216563e-05,0.000752385430804441,0.0087841134212996,0.000313203045393862,0.00109502291908804,9.01394943306423e-05,9.44398738732871e-05,7.09243301555354e-05,0.00241760314634137,6.15804488802067e-05,0.021813863595531,0.000143280185924662,0.000300189624790582,0.00176336930694908,0.000207202466709531,5.7353961402526e-05,5.96648378361683e-05,0.000502301270652696,0.000569110292141949
"prevail_cu_cfrna_110",0.00123357557463344,2.73695670795814e-05,1.01014775905145e-05,2.68248683617698e-05,3.74349716018785e-05,0.00345984959167345,0.0157082118652017,0.00111445877817894,2.93425617364215e-05,2.98592502828909e-05,0.000263222695918549,0.00104801218547704,8.36441508332799e-06,0.0581831881191587,2.56195680960929e-05,4.21501892219932e-06,0.691883203643199,2.12050980452356e-05,3.62302410469102e-05,0.00836500800532852,9.87825070758199e-05,2.75326500752602e-05,1.91023330696482e-05,0.00152330432240605,0.183606212968596,3.25874390350933e-05,0.0015823833794752,1.4566142412321e-05,0.000186100242280578,2.5132143429694e-05,0.00157670715625416,1.73255238712858e-05,0.024903879575989,5.67756587539479e-05,0.000131050340234837,0.00087713636971884,0.000256593127030861,0.000134630653305266,0.000117381930929861,0.00134373659863164,0.00195378144080798
"prevail_cu_cfrna_111",0.00679248678097425,0.060832774587055,0.00335305601969207,0.0141022115408022,0.000983224172693462,0.0162460878150838,0.000592725799282507,0.00215900228787066,0.000300190472391752,0.00129719596559921,0.00340899896172779,0.0584171764126386,0.000500100345048773,0.015035010263156,0.0816237710973341,0.111742311569147,0.438020676623691,0.000352588615471597,0.0133856658840561,0.00016059049421658,0.00106069884213745,0.000439211440738705,0.000368271210524355,0.00960824400508588,0.0696291011518591,0.000598620119602816,0.0063630538855863,0.000252302539788652,0.00288616758732115,0.00165432617696564,0.0140606681481383,0.000242849997862755,0.0439418649467409,0.000348873186582785,0.000490649450968706,0.0111373700290996,0.00117086317090029,0.000326873192388705,9.0821187487812e-05,0.00525398259781683,0.000769341424470825
"prevail_cu_cfrna_112",0.0044906044032079,0.0405564744581805,0.000925296316960695,0.0125755790895238,0.000822676602979103,0.00589644467212763,0.0049437560583452,0.0012070289832019,0.00122066528432817,0.00195652074529858,0.00252894762659418,0.062017638489457,0.0219562817887236,0.00779703793070712,0.0498383247787348,0.0241941299476287,0.572295687634021,0.000299584201768049,0.0115897001325228,0.000634856787251114,0.000604110705604332,0.000378696164266446,0.000495915416564451,0.000639466863183656,0.100717782860062,0.000622097634720199,0.00222748621139365,0.00028857922213381,0.000580514817623744,0.000598064564221188,0.00626662345260002,0.000159199591349517,0.0419745284033435,0.000164071571408403,0.00522035938256908,0.00645430829811139,0.000686687840917457,0.000316462313351557,0.00181468218614837,0.00166077721661404,0.000382349352251094
"prevail_cu_cfrna_113",3.59369416789959e-05,6.49163744255811e-05,5.23034008495845e-05,4.57965865299987e-05,4.0796906864246e-05,6.03881113508982e-05,3.6447808571736e-05,3.00739009498175e-05,6.43007035270372e-05,5.67404386395919e-05,3.08803392190957e-05,5.95729198797588e-05,3.60715916877057e-05,0.23909140516431,7.346517919811e-05,2.16075203922238e-05,3.44532407303117e-05,6.85544341104622e-05,9.21793128705807e-05,0.034547701152564,3.11496523053027e-05,6.4005179583966e-05,5.2442124102204e-05,3.77745897316217e-05,0.704858459341221,6.13110088132644e-05,4.12303706044768e-05,5.08541302325241e-05,3.48207013533442e-05,4.27212402147188e-05,3.20254378186599e-05,4.49258742317416e-05,0.0176715294788646,9.9607607360757e-05,5.04823682798109e-05,4.97714157267685e-05,3.31412476408526e-05,3.5103855436342e-05,9.21809301702325e-05,5.86633901038577e-05,0.00201420802785414
"prevail_cu_cfrna_114",0.00331969939618449,0.0343097436040917,0.000179161176874068,0.000620549549612133,0.000207110367600444,0.0134154722525335,0.010199186553543,0.00108437674224676,0.000124221447686399,0.000134740514478096,0.000811416608174167,0.0693800936832438,5.09743037749052e-05,0.0125660499260645,0.123738364024787,0.000876963390439486,0.60737793472972,0.000184045330144205,0.00534343240391871,0.000220641192756202,0.00178511217203532,0.000270780900252903,0.000200180732196144,0.003587177054396,0.0666176506562613,0.000398713293560153,0.0027709113347916,0.000201762220794615,0.00076192516216843,0.00042027397403834,0.00248881145332705,0.000289203261489257,0.0169724895809364,0.000170208192842707,0.000118573924141482,0.0086439747103004,0.000684278155364049,0.000132193797672664,4.03252466575337e-05,0.00547875754159964,0.00382251943730002
"prevail_cu_cfrna_115",0.000881524615150831,0.0327446760169673,0.0375084420814661,0.000300248728728202,7.91555838079059e-05,0.00229715035924689,5.86382049247008e-05,5.15268434006925e-05,7.90622029722965e-05,0.000129273805808038,5.36435708902478e-05,0.0609810005157391,0.000131889866870113,0.0346655514921854,0.141485590360063,0.0115323399600248,0.563581187615169,0.000136898108593091,0.00620459139478547,0.000237517355764973,4.05698697152428e-05,0.000172339557386814,9.49072340658914e-05,0.000170495500896701,0.0860271710453728,0.00014462503901343,0.000367863392168122,8.76451790774852e-05,0.00011241323810554,0.000180065674676955,0.00013123443677874,9.40844592386543e-05,0.0115682869827964,3.81225343858504e-05,7.42826702580756e-05,0.00327423170434113,3.60612998987018e-05,7.02293402398638e-05,5.93389313590531e-05,0.00126459297635544,0.00285153025131089
"prevail_cu_cfrna_116",7.4652633638531e-06,0.0761536890046484,0.0654490479275231,1.59034450884059e-05,6.4707547858825e-06,9.32437796330055e-06,0.0369060804295303,8.10010387137317e-06,1.1861979998999e-05,1.96744130779184e-05,5.06661007004704e-06,0.000635394614547207,8.05008669640102e-06,0.0802759023455221,0.0551395014033734,6.48288130757611e-06,0.655973946031959,1.36034510263215e-05,7.31436485026464e-06,4.40796600772579e-05,7.05406353373442e-06,8.05143750296016e-06,9.26705577668484e-06,1.17805091438356e-05,0.00256280003061693,1.22124108545039e-05,7.45810581256744e-06,8.16557006173401e-06,6.29856798194713e-06,5.62855482884899e-06,5.57434259886023e-06,5.91841374912793e-06,0.0256018825530844,7.36396808435089e-06,1.15733077896147e-05,3.4344653002005e-05,6.30651261341395e-06,5.77205067842793e-06,6.34383717266496e-06,1.00382067458507e-05,0.000969206699086214
"prevail_cu_cfrna_117",0.000136460674813392,9.24669326724205e-05,1.00772097188655e-05,1.81944175266152e-05,1.64807712395983e-05,0.000151697417237611,0.00105412472279443,1.29068789141438e-05,1.20531133438041e-05,9.28103391843509e-06,7.58282263173319e-06,0.00382744819867028,6.49780370988309e-06,0.00511725207298544,0.005778677684996,5.58735779406992e-06,0.976304054865585,1.41338748413238e-05,3.59243516721013e-05,1.13471573719589e-05,1.3788399677668e-05,1.97170899072634e-05,1.50068646710958e-05,6.49781578848913e-05,2.5169059738508e-05,2.10826694663351e-05,1.82693948353941e-05,1.64586757723916e-05,1.51703352450398e-05,1.86458283972544e-05,1.47942222150719e-05,8.83901376203625e-06,0.00615505691413463,1.63144428024719e-05,8.67704185973863e-06,0.000363558709909564,1.25408569376373e-05,1.58510515549184e-05,5.81618552486981e-06,3.66608220499125e-05,0.000511354901216025
"prevail_cu_cfrna_118",0.00193453981959982,0.02577573793158,0.00504946561065023,0.000122690628986099,8.817904506694e-05,0.00384713780460334,0.0459453379703965,9.86008768652782e-05,9.44917905641794e-05,0.000103079029870342,0.000409841378862273,0.0312822265325745,4.00583097669182e-05,0.0230415499326631,0.0669868141296594,0.0019743872543663,0.738978835821012,0.000190232804181983,0.00010764023469315,0.000114481433064259,0.000385033540984461,3.60967079683403e-05,6.85529115367793e-05,0.0017580343207982,0.0257625727048003,0.000182903820895571,0.00213730269890508,4.17971334128362e-05,0.000145184096842076,7.11101075703612e-05,0.00188932445702958,0.000282147587671493,0.0112138204730276,9.64232850243856e-05,5.08631620490669e-05,0.00357647564974694,0.000795482102584908,0.000226482695858937,4.14695077176057e-05,0.00292679470638571,0.0021267999901628
"prevail_cu_cfrna_119",0.000403946753832278,0.0139694726715395,4.65632881123835e-05,3.97038290298107e-05,4.40141066319369e-05,0.000494619642439371,0.000130543472996139,3.37177703672729e-05,2.69173978804045e-05,8.38950354095959e-05,2.88483449183731e-05,0.0167349784944039,1.98960994327078e-05,0.0140470404873286,0.0405851580898637,0.00876400212491259,0.890162153024625,3.20534572760965e-05,0.00190896624113745,6.03184744108948e-05,4.61057260250856e-05,4.46224785352141e-05,4.11216705457239e-05,0.000126376489010165,0.000659111135104196,6.05591282180014e-05,9.86999804372493e-05,0.000107142830321858,6.85934710126292e-05,4.1338712352314e-05,3.5208635973024e-05,3.56261031985472e-05,0.00869120628814229,4.64833642804249e-05,2.45677143806987e-05,0.00117971999065357,5.66921835993235e-05,4.42527244341581e-05,1.89221678296168e-05,0.000322125906460576,0.000634714492937731
