"num_sig"	"num_up"	"num_down"	"total_genes"
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	0	1	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
34	33	1	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	0	1	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
2	2	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
2	2	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
0	0	0	5787
1	1	0	5787
0	0	0	5787
